HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_VEHICULOS_DANADOS,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,EXISTE_CICLOVIA,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,SENALIZACION,DIA_DE_LA_SEMANA,MES,PERIODO_DEL_DIA,FERIADO,ACCIDENTE,FECHA_SINIESTRO
16,1,1,39,1,1,1,0,0,1,0,0,1,0,4,3,1,0,1,2021-03-12
5,2,1,7,1,0,2,0,0,2,0,1,1,0,6,8,0,0,0,
17,6,1,42,1,0,2,0,0,2,4,1,1,1,3,11,1,0,1,2023-11-09
7,2,1,10,0,0,2,0,0,0,0,0,1,0,6,10,3,0,0,
2,2,2,22,0,0,2,1,1,0,0,0,1,0,0,4,2,0,1,2021-04-12
5,5,1,11,0,0,2,0,0,0,0,0,1,1,6,5,0,0,0,
6,1,1,10,1,0,2,0,0,1,0,0,1,0,5,4,0,0,0,
12,0,1,7,1,8,1,0,0,1,0,0,1,0,6,3,3,0,0,
0,1,1,35,1,0,2,0,0,2,0,0,1,0,6,7,2,0,1,2022-07-17
15,8,1,66,1,0,3,0,0,1,0,0,1,0,2,3,1,0,0,
20,2,1,36,0,0,2,0,0,0,0,0,1,0,5,5,2,0,0,
6,1,1,9,1,1,1,0,0,2,0,0,1,0,4,10,0,0,0,
12,0,1,35,1,1,1,1,0,2,1,0,1,0,0,1,3,0,0,
5,2,1,21,1,1,1,0,0,2,1,0,1,0,1,3,0,0,1,2023-03-07
1,2,2,31,0,0,2,0,0,0,0,0,1,1,6,3,2,0,0,
1,0,1,35,1,5,1,0,0,2,0,0,1,0,4,9,2,0,1,2022-09-02
19,1,1,26,1,5,1,0,0,1,0,0,1,0,0,4,2,0,1,2021-04-26
0,7,1,4,1,1,1,0,0,4,0,0,1,0,6,9,2,0,0,
12,1,1,4,1,1,1,0,0,2,0,0,1,0,0,10,3,0,1,2023-10-02
22,2,1,10,0,0,2,0,0,1,0,0,1,0,5,12,2,0,0,
7,3,1,9,1,4,1,0,0,3,0,1,1,1,1,5,3,1,0,
8,1,1,5,0,1,1,0,1,0,1,0,0,0,0,10,3,0,0,
15,1,1,6,1,1,1,0,0,4,1,1,1,1,6,1,1,0,0,
12,1,1,15,1,1,1,0,1,3,1,0,1,0,5,12,3,0,1,2021-12-11
9,0,1,14,0,0,2,0,0,0,0,0,1,0,4,10,3,0,0,
21,2,1,19,1,0,2,0,0,1,4,0,1,1,4,5,2,0,1,2023-05-26
14,1,1,51,0,0,3,0,3,0,5,1,3,0,4,2,1,0,1,2021-02-05
19,6,1,15,1,1,1,0,0,1,1,0,1,0,4,9,2,0,0,
6,1,1,21,1,0,2,0,0,0,0,0,1,1,6,1,0,0,0,
17,2,1,12,1,0,2,0,0,2,0,0,1,0,0,11,1,0,1,2023-11-20
15,0,1,73,0,0,2,0,0,0,0,0,1,0,2,9,1,0,1,2023-09-27
2,2,2,19,0,0,2,1,1,0,0,0,1,0,0,3,2,0,0,
6,2,1,56,1,1,1,0,0,3,0,0,1,0,1,5,0,1,0,
14,2,1,35,1,1,1,0,0,1,3,0,1,0,3,1,1,0,1,2022-01-13
4,5,1,7,1,0,2,0,0,2,0,0,1,1,5,12,0,0,0,
14,2,2,32,1,1,1,0,0,0,0,0,1,0,2,3,1,0,1,2022-03-02
21,5,1,15,1,1,1,0,0,2,0,0,1,0,1,12,2,0,1,2022-12-13
8,2,1,30,1,0,2,0,0,2,0,0,1,0,4,12,3,0,0,
22,1,1,2,1,1,1,1,0,2,1,0,1,0,0,12,2,0,0,
19,1,1,24,1,1,1,0,0,1,1,0,1,0,2,11,2,0,0,
17,1,1,7,1,0,2,0,0,3,1,1,1,0,6,4,1,1,0,
17,0,1,12,1,0,2,0,0,1,0,0,1,0,4,11,1,0,1,2022-11-11
15,2,1,35,1,1,1,1,0,3,1,0,1,0,6,2,1,0,1,2022-02-13
23,5,1,21,1,0,2,0,0,2,0,0,1,0,5,12,2,0,0,
7,2,4,19,1,0,2,0,0,2,0,0,1,0,5,8,3,0,0,
9,0,1,22,0,0,2,0,1,0,0,0,0,0,3,4,3,0,1,2021-04-08
3,0,1,1,1,0,0,0,0,0,4,1,0,0,0,9,0,0,0,
18,1,1,10,1,0,2,0,0,2,1,0,1,0,2,11,1,0,1,2022-11-23
6,0,1,2,1,3,1,0,0,2,0,0,1,1,1,12,0,0,0,
19,2,1,19,1,1,1,0,0,3,0,0,1,0,6,9,2,0,1,2021-09-12
11,2,1,2,1,1,1,0,0,2,0,0,1,0,0,1,3,0,1,2021-01-25
10,1,1,26,1,1,1,0,0,2,0,0,1,0,2,4,3,1,1,2021-04-21
3,0,1,6,1,1,1,0,0,3,0,0,1,0,4,3,0,0,0,
19,5,1,2,1,1,1,0,0,2,0,0,1,0,6,10,2,0,0,
7,0,1,66,0,0,2,0,0,0,0,1,1,0,6,6,3,0,0,
23,5,1,55,1,1,1,0,0,1,0,1,1,0,1,3,3,0,0,
22,6,1,20,1,1,1,0,0,3,0,0,1,0,4,7,2,0,1,2021-07-09
0,0,1,45,1,0,3,0,0,2,0,0,1,0,0,12,2,0,0,
16,4,1,4,1,4,1,0,0,3,0,1,1,0,0,6,1,0,1,2023-06-19
11,1,1,19,1,1,1,0,0,2,0,0,1,0,1,7,3,0,0,
19,1,1,0,1,0,2,0,0,2,0,0,1,0,2,6,2,0,1,2022-06-08
21,2,2,27,1,4,1,0,0,0,0,1,0,0,0,12,2,0,1,2021-12-13
21,5,1,66,0,0,2,0,0,0,0,0,1,1,0,11,2,0,1,2023-11-27
23,1,1,24,1,1,1,0,0,2,1,1,1,0,4,4,2,0,1,2023-04-14
12,1,1,1,1,1,1,0,0,1,0,0,1,0,1,6,3,0,0,
20,1,1,42,1,1,1,0,0,2,0,0,1,0,6,9,2,0,1,2022-09-25
6,8,1,4,1,4,1,0,0,2,0,0,2,0,3,10,0,0,1,2021-10-28
17,1,1,20,1,0,2,0,0,2,0,0,1,0,2,10,1,0,1,2021-10-06
1,2,1,46,1,1,1,1,0,3,8,0,1,1,4,6,2,0,0,
13,4,1,19,0,0,2,0,0,0,0,0,1,0,5,4,1,0,1,2023-04-29
4,7,1,75,0,0,2,0,0,0,8,0,1,0,1,8,0,0,1,2021-08-31
18,1,1,44,1,5,1,0,0,2,0,0,1,0,2,4,1,1,0,
16,0,1,10,1,1,1,0,0,3,0,1,0,0,5,12,1,0,1,2023-12-02
14,1,1,21,1,1,1,0,0,3,0,0,1,0,1,8,1,0,1,2021-08-24
20,2,1,7,1,0,2,0,0,2,0,0,1,0,0,5,2,0,0,
1,6,1,1,1,0,2,0,0,0,0,1,1,1,2,8,1,0,0,
15,1,1,7,1,1,1,0,0,4,0,0,1,0,1,8,1,0,1,2021-08-03
3,1,1,24,1,0,2,0,0,2,0,0,1,0,6,10,0,0,1,2022-10-09
18,5,1,33,1,1,1,0,0,1,0,0,1,0,2,4,1,1,0,
17,6,2,3,1,1,1,0,0,2,0,0,1,0,2,7,1,0,0,
15,2,1,12,1,0,2,0,0,1,0,0,1,0,2,3,1,0,1,2023-03-08
19,1,1,71,1,1,1,0,0,3,0,0,1,0,1,6,2,0,1,2022-06-21
17,2,2,6,0,0,0,1,1,0,0,1,4,0,1,6,1,0,0,
15,1,1,4,1,1,1,1,1,3,0,0,1,0,2,3,1,0,0,
7,1,1,20,1,0,2,0,0,2,1,0,1,0,4,2,3,0,0,
23,5,1,24,1,0,2,0,0,2,0,0,1,0,5,12,2,0,1,2022-12-10
4,1,1,19,1,0,2,1,0,2,0,0,1,0,3,7,0,0,0,
17,1,1,35,1,1,1,0,0,2,1,0,1,1,5,12,1,0,0,
18,2,1,17,1,1,1,0,0,1,0,0,1,0,1,4,1,1,0,
4,2,1,3,0,0,2,0,0,1,0,0,1,0,6,4,0,1,0,
4,2,1,54,0,0,0,0,0,1,0,0,1,0,2,11,0,1,0,
21,1,1,50,1,2,1,0,0,1,4,0,1,0,4,2,2,0,1,2022-02-18
9,3,1,26,1,1,1,0,0,4,4,0,1,0,1,6,3,0,1,2023-06-06
16,4,1,46,1,1,1,0,1,2,1,0,1,0,6,12,1,0,0,
17,2,1,37,1,1,1,0,0,1,0,0,1,0,2,4,1,1,0,
18,1,1,15,1,1,1,0,0,2,2,0,1,1,4,11,1,0,1,2022-11-18
8,1,1,46,1,0,2,1,0,3,1,0,1,0,5,2,3,0,1,2021-02-13
11,2,3,17,1,1,1,0,0,1,0,0,2,0,6,6,3,0,0,
22,2,1,67,1,1,1,0,0,2,1,0,1,0,2,9,2,0,1,2022-09-21
4,2,1,15,1,1,1,0,0,1,0,0,1,0,2,4,0,1,1,2021-04-28
13,0,1,7,1,1,1,0,0,3,0,0,1,0,3,12,1,0,0,
21,0,1,9,1,1,1,0,0,2,0,0,1,0,1,9,2,0,0,
6,4,1,56,0,0,2,0,2,0,5,1,1,1,0,3,0,0,0,
5,5,1,14,0,0,2,0,0,0,0,0,1,1,6,5,0,0,1,2022-05-01
15,4,1,24,1,1,1,0,0,2,0,1,1,0,1,6,1,0,1,2023-06-13
12,5,1,4,1,1,1,0,0,2,0,0,1,0,6,5,3,0,0,
5,1,1,42,1,1,1,0,0,2,0,0,1,0,6,4,0,1,1,2023-04-30
9,3,1,21,1,1,1,0,0,4,0,0,1,0,2,2,3,0,1,2022-02-23
8,5,1,12,1,1,1,0,0,3,4,0,1,0,6,1,3,0,1,2023-01-29
5,0,1,48,0,0,2,0,0,0,4,0,1,1,3,4,1,0,0,
17,7,1,8,1,0,2,0,0,1,0,0,1,0,3,3,1,0,0,
4,1,1,21,1,1,1,0,0,2,0,0,1,0,3,11,0,0,1,2023-11-02
14,1,1,26,1,1,1,0,0,2,0,0,1,0,0,12,1,0,1,2022-12-26
4,2,1,35,1,1,1,0,0,2,1,0,1,1,3,1,0,0,1,2023-01-12
22,0,1,37,1,5,1,0,0,3,0,1,1,0,5,2,2,0,0,
12,7,1,6,1,1,1,0,0,1,0,0,1,0,0,4,3,0,0,
16,2,1,42,1,0,2,0,0,0,0,0,1,0,5,7,1,0,1,2021-07-24
8,0,1,42,1,1,1,0,0,4,0,0,1,0,6,6,3,0,1,2022-06-05
16,1,1,4,1,1,1,0,0,0,4,1,4,0,0,5,1,0,1,2023-05-29
16,2,2,26,1,0,3,0,1,0,4,1,1,0,4,12,1,0,0,
12,2,1,2,1,1,1,0,0,3,1,0,1,0,3,5,3,0,0,
18,5,1,75,1,0,2,0,2,3,0,0,1,1,6,4,3,0,0,
20,1,1,31,1,1,1,0,0,2,1,0,1,0,6,8,2,0,1,2023-08-06
6,1,1,66,1,0,2,0,3,0,0,0,2,0,2,6,0,0,0,
2,0,1,66,0,0,2,0,0,0,4,0,4,0,2,9,2,0,0,
7,0,1,30,1,0,2,0,0,2,4,0,1,0,6,8,3,0,0,
21,4,1,26,1,1,1,0,0,2,1,1,1,1,5,7,2,0,1,2023-07-08
17,2,3,53,0,0,2,0,0,0,0,0,1,0,5,12,1,0,0,
7,1,1,4,1,1,1,0,0,2,0,0,1,0,0,10,3,0,0,
7,4,1,9,1,0,2,0,0,2,1,0,1,0,0,2,3,0,1,2021-02-22
1,2,1,41,1,0,2,0,0,3,0,0,1,0,5,9,2,0,1,2023-09-16
11,1,1,7,1,1,1,1,0,3,1,0,1,0,1,2,3,0,1,2022-02-15
17,1,1,35,1,1,1,0,0,3,0,0,1,1,4,12,1,0,1,2023-12-22
18,5,1,7,1,1,1,0,0,2,0,1,1,1,3,8,1,0,1,2023-08-31
16,2,1,15,1,1,1,0,0,2,0,0,1,0,2,12,1,0,1,2023-12-27
19,0,1,1,1,1,1,0,0,2,0,0,1,0,0,10,2,0,0,
19,1,1,39,1,0,2,1,0,1,3,0,1,0,6,1,1,0,0,
21,1,1,10,1,0,2,0,0,2,0,0,1,0,1,6,2,0,0,
15,1,1,44,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,2022-01-10
4,1,1,42,1,1,1,0,0,2,1,1,1,0,5,1,0,0,1,2023-01-07
12,1,1,2,1,1,1,0,0,1,0,0,1,0,1,6,3,0,1,2021-06-15
7,5,1,19,0,0,2,0,0,0,0,0,1,0,6,6,3,0,1,2023-06-04
20,4,1,20,1,0,2,0,0,2,0,0,1,0,3,7,2,0,1,2021-07-01
7,1,1,42,1,1,1,0,0,2,0,0,1,0,2,11,3,0,1,2023-11-15
3,5,1,30,1,0,2,0,0,3,3,0,1,0,0,2,0,0,1,2022-02-28
17,2,1,30,1,1,1,0,0,3,1,0,1,0,6,2,1,0,1,2023-02-26
20,1,1,10,1,1,1,0,0,1,0,0,1,0,4,3,2,0,0,
20,0,1,19,1,1,1,0,0,2,2,1,1,0,2,7,2,0,1,2023-07-12
11,5,1,42,1,1,1,0,0,2,0,1,1,0,1,12,3,0,1,2022-12-20
5,7,1,21,1,0,2,0,0,4,0,1,1,1,6,5,0,0,1,2023-05-28
4,2,1,19,1,0,2,0,0,2,0,0,1,0,2,1,0,0,0,
2,0,1,15,1,1,1,0,0,1,0,0,1,0,6,8,2,0,0,
18,0,1,4,1,1,1,0,0,3,0,0,4,0,0,12,1,0,1,2022-12-05
6,2,2,46,1,0,2,0,0,2,0,0,1,0,1,3,0,0,1,2022-03-08
10,1,1,47,1,5,1,0,0,3,4,0,1,1,2,7,3,0,1,2023-07-05
23,5,1,36,1,0,2,0,0,1,0,0,1,0,3,3,2,0,1,2021-03-18
21,8,1,1,1,1,1,0,0,3,1,0,1,0,0,2,2,0,0,
2,2,2,29,1,0,2,0,0,3,0,0,1,1,0,2,0,0,0,
9,1,1,19,1,1,1,0,0,1,1,0,1,0,3,6,3,0,1,2022-06-16
2,1,1,23,1,0,2,0,0,1,0,0,1,0,6,2,2,0,1,2022-02-20
12,1,1,58,1,1,1,0,0,3,5,0,1,0,6,6,0,0,0,
6,2,2,48,1,0,2,0,0,0,0,0,1,1,3,3,0,0,1,2021-03-04
16,2,1,32,1,1,1,0,0,2,1,0,1,1,4,6,1,0,1,2023-06-09
9,2,1,19,1,1,1,0,0,1,0,0,2,0,4,6,3,0,0,
5,0,1,20,1,5,1,0,0,3,4,0,1,0,0,12,0,0,1,2023-12-25
6,5,1,7,1,1,1,0,0,2,0,0,1,0,5,8,0,0,1,2022-08-27
9,2,1,10,1,0,2,0,0,2,0,0,1,0,1,2,3,0,1,2023-02-07
21,2,2,19,1,0,2,0,0,3,0,0,1,0,5,12,2,0,1,2021-12-11
5,2,2,14,1,0,2,0,0,3,0,0,1,1,2,11,0,0,1,2023-11-22
19,2,1,44,0,0,2,0,0,0,0,0,1,1,2,9,2,0,1,2021-09-08
17,1,1,11,0,2,1,0,0,0,0,0,0,0,0,6,1,0,0,
15,1,2,8,0,0,2,0,0,0,0,0,1,0,2,6,1,0,1,2022-06-15
7,1,1,19,1,1,1,0,3,3,0,0,1,0,1,8,3,0,1,2021-08-10
2,2,1,31,1,1,1,0,0,3,0,0,1,0,1,1,2,1,1,2023-01-31
16,5,1,7,1,1,1,0,0,1,0,0,1,0,1,3,1,0,0,
4,7,1,18,0,0,2,0,0,0,8,0,1,0,1,8,0,0,0,
6,0,1,10,0,0,2,0,0,0,0,0,1,0,6,5,0,0,0,
18,1,1,31,1,1,1,0,0,2,1,0,1,0,4,2,1,0,1,2022-02-11
18,2,2,37,1,1,1,0,0,2,1,0,1,0,4,8,1,0,1,2022-08-05
3,1,1,10,1,0,2,0,0,2,0,0,1,0,0,9,0,0,1,2023-09-11
1,1,1,21,1,1,1,0,0,2,4,1,1,0,6,7,2,0,0,
7,2,1,31,0,0,2,0,0,0,1,0,1,1,6,3,3,0,0,
6,0,1,56,0,0,2,0,0,0,4,0,1,1,1,8,0,0,1,2021-08-17
7,1,1,20,1,0,2,0,0,3,0,0,1,0,0,2,3,0,1,2023-02-20
23,5,1,24,1,0,2,0,0,3,0,0,1,0,4,11,2,0,1,2021-11-05
13,1,1,9,1,1,1,0,0,2,1,0,1,0,1,12,1,0,0,
20,2,1,12,1,0,2,0,0,1,0,0,1,0,4,1,2,0,1,2022-01-21
2,1,1,20,1,0,2,0,0,1,0,0,1,0,6,2,2,0,0,
13,2,1,49,0,0,2,0,0,1,0,0,1,1,5,10,1,0,0,
18,0,1,24,1,1,1,0,0,3,0,0,1,0,5,8,1,0,0,
17,2,2,13,0,0,0,1,1,0,0,1,4,0,1,6,1,0,1,2021-06-08
17,0,1,26,1,0,2,0,0,0,0,1,1,1,2,11,1,0,1,2023-11-15
6,1,1,30,1,0,2,0,0,2,0,0,1,0,3,1,0,0,0,
15,1,1,15,1,1,1,0,0,2,1,0,1,1,3,8,1,0,0,
16,2,2,27,1,0,3,0,1,0,4,1,1,0,4,12,1,0,1,2021-12-24
16,2,1,38,1,1,1,1,0,3,4,0,5,0,2,8,0,0,0,
10,1,1,14,1,1,1,0,0,2,4,0,1,0,0,12,3,0,0,
20,4,1,13,1,1,1,0,0,0,5,1,1,0,3,3,2,0,0,
16,1,1,5,1,1,1,0,0,0,4,1,4,0,0,5,1,0,0,
8,0,1,21,1,1,1,0,0,1,0,0,1,0,2,6,3,0,1,2021-06-16
17,1,1,34,1,1,1,0,0,3,0,0,1,1,4,12,1,0,0,
6,6,2,47,1,0,0,0,0,3,0,0,1,0,6,3,0,0,0,
6,1,1,68,1,0,2,0,3,1,0,0,2,0,2,6,0,0,1,2021-06-16
5,1,1,37,1,1,1,1,0,2,0,0,1,0,2,11,0,0,1,2021-11-03
8,0,1,12,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,
11,2,1,26,1,1,1,0,0,2,1,0,1,0,0,2,3,0,1,2021-02-08
7,2,1,12,0,0,2,0,0,0,0,0,1,0,1,10,3,0,1,2023-10-24
6,0,1,15,1,1,1,0,0,2,0,0,1,0,1,6,0,0,1,2022-06-21
6,1,1,47,1,1,1,0,0,2,1,0,1,0,2,9,0,0,0,
4,5,1,7,1,0,2,0,0,0,0,0,1,0,6,4,0,1,0,
3,8,1,58,1,3,1,0,1,0,4,1,1,1,2,10,2,0,0,
4,0,1,48,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,2022-01-10
11,1,1,2,1,1,1,0,0,2,0,0,1,0,6,4,3,1,0,
8,5,1,10,1,1,1,0,0,3,4,0,1,0,5,1,3,0,0,
0,1,1,41,0,0,2,0,0,0,4,1,1,1,5,1,2,0,0,
18,5,1,14,1,1,1,0,0,4,0,0,1,0,6,8,1,0,0,
13,1,1,16,1,0,2,0,0,1,0,0,2,0,3,5,1,0,1,2021-05-06
2,1,1,2,1,0,2,0,0,1,0,0,1,0,5,10,2,0,0,
0,7,1,18,1,2,1,0,0,2,0,0,1,1,3,11,2,0,1,2022-11-03
17,3,1,15,1,1,1,0,0,2,1,0,1,0,1,2,1,0,1,2022-02-08
4,2,1,1,1,0,2,0,0,1,0,0,1,0,6,1,0,0,0,
20,1,1,17,1,1,1,0,0,2,1,0,1,0,4,2,2,0,0,
21,1,1,42,1,1,1,0,0,2,0,0,1,0,0,11,2,0,1,2022-11-07
9,2,3,43,1,0,2,1,0,0,0,0,1,0,2,6,1,0,0,
18,2,1,2,1,1,1,0,0,3,0,0,1,0,4,3,2,0,0,
5,1,1,26,1,1,1,0,0,1,1,0,1,0,1,11,0,1,1,2021-11-09
14,1,1,29,1,0,2,0,0,0,0,0,1,0,1,12,1,0,1,2022-12-20
18,4,1,16,1,1,1,0,0,2,1,0,1,0,3,10,2,0,0,
7,1,1,24,1,1,1,0,0,2,0,0,1,1,3,11,3,0,0,
6,4,1,57,0,0,2,0,2,0,5,1,1,1,0,3,0,0,1,2021-03-08
7,2,1,23,0,0,2,0,0,0,0,0,1,0,6,10,3,0,1,2022-10-30
8,2,1,32,1,5,1,0,0,3,1,0,1,1,0,12,3,0,0,
22,5,1,20,0,0,2,0,2,0,0,0,1,0,6,9,2,0,0,
21,1,1,28,0,0,3,0,0,0,0,0,1,0,3,8,2,0,1,2022-08-11
17,1,1,37,1,1,1,0,0,2,0,0,1,1,0,5,1,0,0,
4,5,1,9,1,0,2,0,0,2,0,0,1,1,5,12,0,0,1,2023-12-23
4,0,1,1,1,1,1,0,0,2,0,0,1,0,3,12,0,0,0,
23,5,1,1,1,1,1,0,0,3,0,0,4,0,0,12,2,0,0,
2,5,1,39,1,1,1,0,0,2,0,0,1,0,5,7,2,0,1,2022-07-02
7,2,1,20,1,1,1,0,0,2,0,0,1,0,5,6,3,0,0,
23,1,1,12,1,1,1,0,0,3,0,0,2,0,1,8,2,0,1,2021-08-24
4,5,1,30,1,0,2,0,0,2,0,1,1,0,1,11,0,1,1,2023-11-28
11,1,1,30,1,1,1,0,0,3,1,0,1,0,2,2,3,0,1,2021-02-17
17,5,1,31,1,2,1,0,0,1,1,0,3,1,2,12,1,0,1,2023-12-06
2,1,1,36,1,5,1,0,0,1,1,0,1,1,4,2,2,0,0,
5,0,1,13,1,5,1,0,0,3,0,0,1,0,2,11,0,0,1,2022-11-16
18,5,1,25,1,0,2,1,0,2,0,0,3,0,0,7,2,0,0,
15,1,1,15,1,0,2,0,0,2,0,0,1,0,2,6,1,0,0,
2,8,1,30,1,7,1,0,0,3,0,0,1,0,1,5,2,1,1,2022-05-17
2,0,1,19,1,1,1,0,0,3,1,0,1,0,6,10,2,0,0,
9,4,1,7,1,0,2,0,0,2,0,0,1,0,0,12,3,0,0,
14,0,1,35,1,1,1,0,1,1,0,0,1,0,5,4,1,0,1,2021-04-10
15,7,1,2,0,4,1,0,0,0,8,1,4,0,3,2,1,0,1,2021-02-18
4,5,1,17,1,1,1,0,0,2,0,0,1,0,5,5,0,0,0,
22,1,1,17,1,0,2,0,0,2,0,0,1,1,6,10,2,0,0,
5,2,1,41,1,0,2,0,0,2,0,0,1,0,0,5,0,0,1,2023-05-08
18,0,1,2,1,1,1,0,0,3,0,0,4,0,0,12,1,0,0,
15,1,1,7,1,1,1,0,0,1,0,0,1,0,0,5,1,0,1,2021-05-03
21,1,1,47,1,1,1,0,0,2,0,1,1,0,1,3,3,1,0,
3,2,2,12,0,0,2,0,0,0,0,1,1,0,3,3,0,0,0,
11,2,1,5,1,1,1,0,0,2,0,0,1,1,1,8,3,0,0,
13,1,1,21,1,1,1,0,0,2,1,0,1,0,1,12,1,0,1,2022-12-13
1,2,2,12,0,0,2,0,0,0,0,0,1,1,6,12,2,0,0,
10,1,1,23,1,1,1,0,1,2,0,0,1,0,3,8,3,0,0,
21,5,1,30,0,0,2,0,0,0,0,0,1,1,0,11,2,0,0,
22,1,1,10,1,0,2,0,0,2,0,0,1,0,5,11,2,0,1,2022-11-05
17,2,1,17,1,5,1,0,0,1,0,0,1,0,3,6,1,0,0,
7,1,1,32,1,1,1,1,0,2,0,0,1,1,2,12,3,0,1,2022-12-21
17,2,1,1,1,6,1,0,0,3,0,1,1,0,3,12,1,0,0,
17,2,1,17,1,1,1,1,0,3,1,0,1,0,5,2,1,0,0,
18,1,1,35,1,1,1,0,0,2,1,0,1,0,5,11,1,0,0,
18,5,1,34,1,0,2,0,0,2,0,0,1,1,5,8,1,0,1,2022-08-13
6,2,1,67,1,1,1,0,0,2,1,0,1,0,6,11,2,0,0,
7,6,1,3,0,0,2,0,0,0,0,0,1,0,6,4,3,1,0,
20,1,1,27,1,0,2,0,0,0,0,0,1,0,1,2,2,0,0,
5,5,1,10,1,0,2,0,0,2,0,0,1,0,6,3,0,0,1,2023-03-19
2,0,1,50,1,2,1,1,0,2,0,0,1,1,6,12,2,0,1,2022-12-04
19,5,1,56,1,0,2,0,0,2,0,0,1,0,6,12,0,0,0,
5,1,1,9,1,0,2,0,0,2,0,0,1,0,6,11,0,0,1,2021-11-28
22,1,1,18,1,2,1,0,0,3,6,1,1,0,2,7,2,0,1,2022-07-27
11,2,2,22,0,0,2,0,0,0,0,0,1,1,5,3,3,0,1,2021-03-20
13,1,1,3,1,1,1,0,1,3,1,0,1,0,2,12,1,0,0,
23,0,1,18,1,2,1,1,0,2,0,1,1,0,3,6,2,0,1,2023-06-01
7,2,1,5,1,1,1,0,0,1,1,0,1,0,5,2,3,0,1,2022-02-05
19,1,1,23,1,0,2,0,0,0,0,0,1,0,1,9,2,0,1,2023-09-26
23,2,1,7,1,0,2,0,0,4,0,0,1,1,2,11,2,0,0,
18,0,2,40,1,1,1,0,0,3,0,0,1,0,5,12,3,0,0,
1,2,1,18,1,0,2,0,0,3,0,0,1,0,5,9,2,0,0,
14,1,1,20,1,0,2,0,0,3,4,1,1,0,6,11,1,0,0,
20,1,1,18,1,1,1,0,0,2,1,0,1,0,6,7,2,0,0,
3,5,1,17,1,0,2,0,0,3,0,0,1,0,6,11,0,0,0,
18,2,1,19,1,1,1,0,0,3,1,0,1,0,4,9,1,0,1,2023-09-08
8,0,1,59,0,0,2,0,0,0,5,1,0,0,4,9,3,0,1,2022-09-09
22,6,2,56,1,0,2,0,0,3,0,1,1,0,6,5,2,0,1,2023-05-14
22,1,1,29,1,1,1,0,0,2,0,0,1,0,3,8,3,0,0,
8,0,1,23,0,0,2,0,0,0,0,0,1,0,0,8,3,0,1,2022-08-08
17,0,1,44,0,0,2,0,0,0,0,0,1,0,0,3,1,0,1,2021-03-08
21,1,1,10,1,0,2,0,0,3,3,0,1,0,1,2,2,0,0,
6,1,1,23,1,0,2,0,0,0,0,0,1,1,6,1,0,0,1,2023-01-22
19,1,1,26,1,1,1,0,0,4,0,0,1,0,5,6,2,0,0,
3,1,1,18,1,0,2,0,0,2,0,1,1,0,6,12,0,0,0,
16,1,1,7,1,0,2,0,0,2,0,0,1,0,1,3,1,0,1,2023-03-28
17,2,2,17,1,0,2,0,0,3,0,0,1,0,5,3,1,0,0,
23,5,1,4,1,1,1,0,0,3,0,0,4,0,0,12,2,0,1,2022-12-19
5,2,2,44,0,0,0,0,0,0,0,0,1,0,3,6,0,0,1,2022-06-30
3,2,1,4,1,1,1,0,0,2,4,0,1,0,6,6,0,0,0,
16,5,1,57,1,0,2,0,4,2,0,0,1,0,6,3,2,0,0,
17,1,1,17,1,0,2,0,0,3,0,0,1,0,3,4,1,0,1,2022-04-28
20,5,1,11,1,1,1,0,0,3,0,0,1,0,5,4,2,0,1,2023-04-01
9,0,1,21,0,0,2,0,1,0,0,0,0,0,3,4,3,0,0,
15,1,1,35,1,1,1,0,0,2,0,0,1,0,1,9,1,0,1,2022-09-13
19,1,1,35,1,1,1,0,0,0,0,0,1,0,4,3,2,0,1,2022-03-11
15,2,1,17,1,1,1,1,0,3,1,0,1,0,6,2,1,0,0,
10,1,1,7,1,1,1,0,0,1,0,0,1,0,4,10,3,0,1,2021-10-08
17,1,1,30,1,0,2,0,0,1,0,0,1,0,6,9,1,0,0,
5,0,1,6,1,5,1,0,0,3,0,0,1,0,2,11,0,0,0,
14,2,1,19,1,1,1,0,1,3,1,0,1,0,6,8,1,0,0,
13,8,1,15,1,0,2,0,1,4,0,0,1,0,3,8,1,0,0,
4,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
6,1,1,21,1,1,1,1,3,4,1,0,1,0,1,8,0,0,1,2021-08-10
6,1,1,10,0,0,2,0,0,1,0,0,1,0,0,8,0,0,0,
13,2,1,39,1,1,1,0,0,2,1,1,1,1,5,4,1,0,0,
15,8,1,74,1,0,3,0,0,1,0,0,1,0,2,3,1,0,1,2021-03-31
6,0,1,9,1,0,2,0,0,2,0,0,1,0,3,10,0,0,1,2023-10-19
12,1,1,31,1,1,1,0,0,2,0,0,1,0,5,6,3,0,1,2022-06-25
22,4,1,35,1,1,1,0,0,2,4,1,1,0,0,8,2,0,1,2023-08-07
12,1,1,11,1,0,2,0,1,3,0,0,1,0,5,2,3,0,0,
