FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_VEHICULOS_DANADOS,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,EXISTE_CICLOVIA,COORDENADAS_LATITUD,COORDENADAS_LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,SENALIZACION,DIA_DE_LA_SEMANA,MES,PERIODO_DEL_DIA,FERIADO,ACCIDENTE
2022-11-06,5,5,1,12,0,0,2,0,-12.2833156,-76.87833662,0,1,0,0,1,1,6,11,0,0,1
2022-11-06,19,5,1,2,1,1,1,0,-12.22315198,-76.90811696,0,2,0,0,1,0,6,11,2,0,1
2023-11-06,5,1,1,21,1,1,1,0,-12.02683672,-77.0552162,0,2,0,0,1,0,0,11,0,0,1
2021-12-06,14,2,2,15,1,1,1,0,-11.977829,-77.077696,1,3,1,0,1,0,0,12,1,0,1
2021-12-06,17,0,1,44,1,0,0,0,-11.218220590942453,-77.4090298771327,0,3,0,0,1,0,0,12,1,0,1
2022-12-06,10,0,1,50,1,2,1,1,-12.124395043907858,-77.04037845797377,0,2,0,0,1,1,1,12,3,0,1
2022-12-06,11,1,1,6,1,1,1,0,-12.091149255233129,-77.00845235698405,0,2,0,0,1,0,1,12,3,0,1
2023-12-06,17,5,1,31,1,2,1,0,-12.014912092187346,-76.88664516127183,0,1,1,0,3,1,2,12,1,0,1
2023-01-07,4,1,1,42,1,1,1,0,-11.89564768,-77.02957181,0,2,1,1,1,0,5,1,0,0,1
2022-02-07,21,8,1,4,1,1,1,0,-12.00385139527598,-76.92815784749214,0,3,1,0,1,0,0,2,2,0,1
2023-02-07,9,2,1,10,1,0,2,0,-11.850768,-77.091932,0,2,0,0,1,0,1,2,3,0,1
2023-02-07,20,1,1,10,1,0,2,0,-11.835905,-77.110451,0,3,3,0,1,0,1,2,2,0,1
2023-02-07,20,1,1,29,1,0,2,0,-12.458473,-76.753223,0,0,0,0,1,0,1,2,2,0,1
2023-02-07,21,1,1,37,1,0,2,0,-12.053680727636,-76.97535993996986,0,2,0,0,1,0,1,2,2,0,1
2021-03-07,12,7,1,53,1,0,2,0,-11.790793427187957,-77.14873099633672,0,3,0,0,1,0,6,3,3,0,1
2022-03-07,14,1,1,7,1,1,1,0,-11.937831,-77.049489,0,2,0,0,1,0,0,3,1,0,1
2022-03-07,18,1,1,7,1,1,1,0,-11.900935825697534,-77.03989323217921,0,2,1,0,1,0,0,3,1,0,1
2023-03-07,5,2,1,21,1,1,1,0,-11.98905394,-77.10535899,0,2,1,0,1,0,1,3,0,0,1
2021-04-07,17,1,1,30,1,1,1,0,-12.041403,-77.020181,0,3,0,0,1,0,2,4,1,1,1
2021-04-07,18,5,1,35,1,1,1,0,-12.05516205666465,-77.01369525044477,0,1,0,0,1,0,2,4,1,1,1
2021-04-07,18,1,1,46,1,5,1,0,-12.053118221273774,-77.00628305305597,0,2,0,0,1,0,2,4,1,1,1
2021-04-07,21,1,1,10,1,0,2,0,-11.83371,-77.113468,0,0,0,0,1,0,2,4,2,1,1
2022-04-07,11,0,1,54,0,0,0,0,-10.913896441257046,-77.02044190717154,0,0,5,1,4,0,3,4,3,0,1
2023-04-07,2,5,1,12,0,0,2,0,-12.30289024592764,-76.84266349381855,0,1,0,0,1,0,4,4,2,0,1
2023-04-07,4,0,1,46,1,0,2,0,-12.0299579102563,-76.99432096385232,0,3,0,0,1,0,4,4,0,0,1
2022-05-07,0,0,1,55,1,0,2,0,-10.687471020914945,-76.80911596481312,0,2,4,1,1,1,5,5,2,0,1
2022-05-07,4,5,1,20,1,1,1,0,-12.083798,-76.980095,0,2,0,0,1,0,5,5,0,0,1
2023-05-07,0,2,1,15,1,1,1,0,-11.98023189,-77.07220528,0,2,1,0,1,0,6,5,2,0,1
2022-06-07,19,0,1,27,1,0,3,0,-12.100449208387404,-76.79225496039615,0,0,0,0,1,0,1,6,2,0,1
2023-06-07,3,2,1,20,1,0,2,0,-12.118224698717238,-76.97713221891348,0,4,0,0,1,1,2,6,0,0,1
2023-06-07,10,1,1,5,1,1,1,1,-12.18134573,-77.01232672,0,2,1,0,1,1,2,6,3,0,1
2021-07-07,11,2,1,7,1,0,2,0,-11.910779,-77.05586,3,4,1,0,1,0,2,7,3,0,1
2022-07-07,6,2,2,56,0,0,2,0,-11.150481207183622,-77.59657497740974,0,0,1,0,1,1,3,7,0,0,1
2022-07-07,13,1,1,50,1,1,1,1,-12.129913236273836,-77.0264471065407,0,3,1,0,1,0,3,7,1,0,1
2021-08-07,12,2,2,22,0,0,2,0,-10.43982860426835,-77.72763843361777,0,0,0,0,1,0,5,8,3,0,1
2021-08-07,21,6,1,15,1,0,2,0,-11.95932691237056,-77.06894151054783,0,4,0,0,1,0,5,8,2,0,1
2022-08-07,4,5,1,56,0,0,2,0,-11.178727170830298,-77.5801062075591,0,0,0,0,1,0,6,8,0,0,1
2022-08-07,22,1,1,16,1,0,2,0,-11.97372633877707,-76.76030960606235,0,2,0,0,1,0,6,8,2,0,1
2023-08-07,0,5,1,15,1,0,2,0,-11.938314,-77.071641,0,2,0,0,1,0,0,8,2,0,1
2023-08-07,6,1,1,12,0,0,2,0,-12.254212,-76.924951,0,1,0,0,1,0,0,8,0,0,1
2023-08-07,22,4,1,35,1,1,1,0,-12.06408577,-77.03599514,0,2,4,1,1,0,0,8,2,0,1
2021-10-07,16,7,1,49,1,1,1,0,-12.139583151291832,-77.01778279949289,0,2,0,0,1,0,3,10,1,0,1
2021-10-07,19,4,1,19,1,1,1,0,-12.210074,-76.938764,0,2,1,0,1,0,3,10,2,0,1
2021-10-07,19,7,1,20,1,0,2,0,-12.096454474769404,-76.97998552236754,0,3,0,0,1,0,3,10,2,0,1
2021-11-07,2,5,1,7,1,1,1,0,-11.9530139,-77.05131443,0,2,1,0,1,0,6,11,2,0,1
2021-11-07,4,5,1,8,1,0,2,0,-11.595705,-77.254904,0,0,0,0,1,0,6,11,0,0,1
2021-11-07,7,0,1,17,0,0,0,0,-11.595899,-77.183451,0,0,0,0,1,0,6,11,3,0,1
2021-11-07,10,1,1,15,1,0,2,0,-11.9377688,-77.0718313,0,2,1,0,1,0,6,11,3,0,1
2021-11-07,16,2,1,20,1,1,1,0,-12.1285414,-76.9849656,0,3,1,0,1,0,6,11,1,0,1
2021-11-07,20,2,1,15,1,0,2,0,-11.9625772,-77.06838513,0,4,2,0,1,0,6,11,2,0,1
2022-11-07,5,2,1,1,1,5,1,0,-12.2306358913437,-76.86010973710609,0,3,0,0,1,0,0,11,0,0,1
2022-11-07,5,0,1,21,1,0,2,0,-12.0333318,-77.0534675,0,2,0,0,1,0,0,11,0,0,1
2022-11-07,21,1,1,42,1,1,1,0,-11.87439302,-77.01407097,0,2,0,0,1,0,0,11,2,0,1
2022-11-07,22,5,1,47,1,3,1,0,-12.070423831237946,-77.0312295190279,0,2,0,0,1,0,0,11,2,0,1
2021-12-07,14,2,2,16,1,0,2,0,-11.985720245080582,-76.80978528061422,1,3,0,0,1,0,1,12,1,0,1
2023-12-07,23,1,1,19,0,0,2,0,-12.229058,-76.968159,0,1,0,0,1,1,3,12,2,0,1
2022-01-08,8,0,1,56,0,0,2,0,-11.214710867714132,-77.55449110659245,0,0,0,0,1,1,5,1,3,0,1
2023-01-08,10,1,1,27,1,1,1,0,-12.08735903,-76.86337844,0,2,0,0,1,0,6,1,3,0,1
2021-02-08,11,2,1,26,1,1,1,0,-12.025888,-76.98613,0,2,1,0,1,0,0,2,3,0,1
2021-02-08,15,1,1,46,1,1,1,0,-12.029121,-76.99979,0,2,1,0,1,0,0,2,1,0,1
2022-02-08,17,3,1,15,1,1,1,0,-11.963629,-77.077475,0,2,1,0,1,0,1,2,1,0,1
2022-02-08,23,1,1,41,1,1,1,0,-12.1056822,-77.0011375,0,2,0,0,1,0,1,2,2,0,1
2023-02-08,15,2,1,19,1,1,1,0,-12.19332227,-76.96688369,0,2,0,0,1,0,2,2,1,0,1
2021-03-08,6,4,1,57,0,0,2,0,-11.276480953144809,-76.82007008530744,2,0,5,1,1,1,0,3,0,0,1
2021-03-08,17,0,1,44,0,0,2,0,-11.209470868955776,-77.30811335932076,0,0,0,0,1,0,0,3,1,0,1
2021-03-08,19,5,1,25,1,0,2,0,-10.847684232280365,-77.69390695701968,0,0,0,0,1,0,0,3,2,0,1
2022-03-08,6,2,2,46,1,0,2,0,-12.02946,-76.999036,0,2,0,0,1,0,1,3,0,0,1
2023-03-08,15,2,1,12,1,0,2,0,-12.24646301046602,-76.93613311515227,0,1,0,0,1,0,2,3,1,0,1
2021-04-08,9,0,1,22,0,0,2,0,-10.56150256814494,-77.75940758797587,1,0,0,0,0,0,3,4,3,0,1
2023-04-08,6,1,1,23,1,0,2,0,-11.75884746,-77.15368618,0,1,0,0,1,0,5,4,0,0,1
2023-04-08,10,1,1,5,1,0,2,0,-12.214472,-76.976484,0,1,0,0,1,0,5,4,3,0,1
2023-04-08,23,0,1,20,1,1,1,0,-12.147633905434658,-76.98657473392949,0,2,0,0,1,0,5,4,2,0,1
2022-05-08,2,1,1,47,1,1,1,0,-12.081611,-77.017685,0,2,1,0,1,0,6,5,2,0,1
2022-05-08,12,5,1,7,1,1,1,0,-11.964631,-77.055373,0,2,0,0,1,0,6,5,3,0,1
2023-05-08,5,2,1,41,1,0,2,0,-12.094176,-76.980606,0,2,0,0,1,0,0,5,0,0,1
2021-06-08,17,2,2,13,0,0,0,1,-10.6873665820082,-77.67925674740714,1,0,0,1,4,0,1,6,1,0,1
2022-06-08,19,1,1,0,1,0,2,0,-11.503774232574075,-77.22944492817412,0,2,0,0,1,0,2,6,2,0,1
2023-06-08,5,0,1,21,1,1,1,1,-12.01662094,-77.07794638,0,2,0,0,1,0,3,6,0,0,1
2023-06-08,8,1,1,50,1,1,1,0,-12.12991394,-77.02370858,0,3,0,0,1,0,3,6,3,0,1
2022-07-08,5,0,1,50,1,1,1,0,-12.123954,-77.004534,0,3,0,0,1,0,4,7,0,0,1
2023-07-08,21,4,1,26,1,1,1,0,-12.01751258,-77.00214591,0,2,1,1,1,1,5,7,2,0,1
2021-08-08,2,5,1,56,1,0,3,0,-11.100064,-77.596177,0,3,1,0,1,0,6,8,2,0,1
2021-08-08,4,2,1,56,1,1,1,0,-11.107406,-77.598784,0,3,1,0,1,0,6,8,0,0,1
2022-08-08,8,0,1,23,0,0,2,0,-11.729107825290674,-77.16485530147563,0,0,0,0,1,0,0,8,3,0,1
2021-09-08,19,2,1,44,0,0,2,0,-11.138761819360765,-77.27290781387161,0,0,0,0,1,1,2,9,2,0,1
2022-09-08,5,7,1,20,1,0,2,0,-12.14513265714188,-76.98188781738283,0,2,0,0,1,0,3,9,0,0,1
2022-09-08,8,3,1,19,1,1,1,0,-12.220176056972232,-76.93040657050007,0,2,0,0,1,0,3,9,3,0,1
2023-09-08,11,2,1,21,1,1,1,1,-12.03111589,-77.08406933,0,3,0,0,1,0,4,9,3,0,1
2023-09-08,18,2,1,19,1,1,1,0,-12.21545873,-76.92889863,0,3,1,0,1,0,4,9,1,0,1
2023-09-08,23,1,1,50,1,1,1,0,-12.12627945,-77.01810026,0,2,1,0,1,0,4,9,2,0,1
2021-10-08,10,1,1,7,1,1,1,0,-11.940899,-77.0438,0,1,0,0,1,0,4,10,3,0,1
2021-11-08,6,2,1,31,1,0,2,0,-12.006873185625013,-76.8523680755825,0,3,0,0,1,0,0,11,0,0,1
2021-11-08,12,5,1,18,1,1,1,0,-12.061559236169526,-77.08750324599814,0,1,0,0,1,1,0,11,3,0,1
2022-11-08,16,2,1,4,1,1,1,0,-12.007566328955926,-76.88740436673737,0,1,1,0,1,0,1,11,1,1,1
2023-11-08,12,1,1,47,1,5,1,0,-12.06099302,-77.02302769,0,2,1,0,1,1,2,11,3,0,1
2021-12-08,10,3,1,2,1,5,1,0,-12.183116,-76.924735,1,3,0,0,1,0,2,12,3,0,1
2022-12-08,4,0,1,5,1,1,1,0,-12.1961847637265,-77.00054599573585,0,2,0,0,1,0,3,12,0,0,1
2023-12-08,19,2,1,15,1,0,2,0,-11.97016,-77.067188,0,1,0,0,1,0,4,12,2,0,1
2021-01-09,10,0,1,26,1,1,1,0,-11.980617,-77.012747,0,2,0,0,1,0,5,1,3,0,1
2021-01-09,16,2,2,28,0,0,2,0,-10.658884060554785,-77.6526383087629,1,0,4,0,1,1,5,1,1,0,1
2022-01-09,19,1,1,40,1,0,2,1,-12.385164664801556,-76.77044923432662,0,1,3,0,1,0,6,1,2,0,1
2021-02-09,20,1,1,24,1,0,2,0,-12.156762275040451,-76.98325306177139,0,3,0,0,1,0,1,2,2,0,1
2021-02-09,21,0,1,47,1,1,1,0,-12.076163677993936,-77.02763028722859,0,3,0,1,1,0,1,2,2,0,1
2022-02-09,4,5,1,0,1,0,2,0,-11.509562,-77.205765,0,0,0,0,1,0,2,2,0,0,1
2022-02-09,20,1,1,1,1,1,1,0,-12.101285,-76.874275,0,1,0,0,1,0,2,2,2,0,1
2022-03-09,14,2,2,30,1,0,2,0,-12.04027,-77.01653,0,1,0,0,1,0,2,3,1,0,1
2023-03-09,13,2,1,26,1,1,1,0,-12.01803437,-77.00198335,0,2,1,0,1,0,3,3,1,0,1
2023-03-09,14,5,1,26,1,1,1,0,-12.01920608,-76.98685732,0,3,0,0,1,0,3,3,1,0,1
2021-04-09,8,0,1,21,1,0,2,0,-12.0208394,-77.0591224,0,2,0,0,1,0,4,4,3,0,1
2021-04-09,20,5,1,26,1,1,1,0,-11.969483,-77.005295,0,1,0,0,1,0,4,4,2,0,1
2023-04-09,17,1,1,31,1,0,2,0,-12.01301814,-76.88077749,0,3,1,1,1,0,6,4,1,1,1
2021-05-09,2,1,1,24,1,0,2,0,-12.17513,-76.97776,0,1,0,0,1,0,6,5,2,0,1
2021-05-09,8,0,1,13,0,0,0,0,-10.683096746105509,-77.5875042875954,0,0,0,0,0,0,6,5,3,0,1
2022-05-09,1,6,1,40,1,0,2,0,-12.386021,-76.769327,0,1,3,0,1,0,0,5,2,0,1
2021-06-09,10,2,1,46,1,0,2,0,-12.031138,-77.002644,0,1,0,0,2,0,2,6,3,0,1
2021-06-09,18,1,1,39,1,1,1,0,-12.071682,-77.050911,0,1,0,0,1,0,2,6,1,0,1
2022-06-09,15,2,1,47,1,1,1,0,-12.065613373152544,-77.00441832552427,0,2,0,0,1,0,3,6,1,0,1
2023-06-09,16,2,1,32,1,1,1,0,-12.07422298,-77.05293713,0,2,1,0,1,1,4,6,1,0,1
2021-07-09,6,2,1,30,1,4,1,1,-12.038363,-77.016899,0,3,0,0,1,0,4,7,0,0,1
2021-07-09,22,6,1,20,1,1,1,0,-12.1240797,-76.9883922,0,3,0,0,1,0,4,7,2,0,1
2023-07-09,1,1,1,26,1,1,1,0,-12.008243196948255,-77.01052566985119,0,2,4,1,1,0,6,7,2,0,1
2023-07-09,7,0,1,7,1,1,1,0,-11.91279662,-77.0033858,0,3,4,1,1,0,6,7,3,0,1
2023-08-09,16,2,1,47,1,1,1,0,-12.06591763587288,-77.0289471205931,0,2,1,0,1,1,2,8,1,0,1
2023-08-09,19,1,1,42,1,1,1,0,-11.88095939,-77.02393787,0,3,0,0,1,0,2,8,2,0,1
2021-09-09,6,5,1,8,0,0,2,0,-11.457522,-77.321459,0,0,0,0,1,0,3,9,0,0,1
2021-09-09,8,1,1,46,1,1,1,0,-12.02910567981228,-76.99168294364385,1,2,0,0,1,0,3,9,3,0,1
2021-09-09,14,1,1,58,0,0,3,0,-10.793471,-77.729742,0,0,0,1,1,0,3,9,1,0,1
2022-09-09,4,1,1,19,1,1,1,0,-12.233369129098184,-76.94168413314078,0,2,1,0,1,0,4,9,0,0,1
2022-09-09,8,0,1,59,0,0,2,0,-10.463511,-77.098645,0,0,5,1,0,0,4,9,3,0,1
2023-09-09,6,2,1,24,1,0,2,0,-12.18818944,-76.97369258,0,3,0,0,1,0,5,9,0,0,1
2021-10-09,20,2,1,12,1,1,1,1,-12.250217031834625,-76.86691741288067,0,3,0,0,1,0,5,10,2,0,1
2022-10-09,3,1,1,24,1,0,2,0,-12.18412895251892,-76.9750320403075,0,2,0,0,1,0,6,10,0,0,1
2022-10-09,19,1,1,34,1,0,2,0,-10.94224418532031,-77.64774076130703,0,2,0,0,1,1,6,10,2,0,1
2022-10-09,20,5,1,26,1,0,2,0,-12.022451784997166,-76.95885835454386,0,3,0,0,1,0,6,10,2,0,1
2023-10-09,14,1,1,47,1,1,1,0,-12.06244303,-77.01280273,0,2,1,0,1,0,0,10,1,0,1
2023-10-09,18,1,1,53,0,1,1,0,-11.7963214,-77.16488888,0,0,0,0,1,0,0,10,1,0,1
2023-10-09,19,1,1,26,1,0,2,0,-12.02049653,-76.95266395,0,1,0,0,1,0,0,10,2,0,1
2021-11-09,5,1,1,26,1,1,1,0,-11.941629,-76.999188,0,1,1,0,1,0,1,11,0,1,1
2023-11-09,17,6,1,42,1,0,2,0,-11.83463782,-76.99971482,0,2,4,1,1,1,3,11,1,0,1
2023-12-09,4,5,1,42,1,1,1,0,-11.8753391,-77.02459206,0,2,0,0,1,0,5,12,0,0,1
2023-12-09,20,1,1,15,1,1,1,0,-11.99063659,-77.07175319,0,2,0,0,1,0,5,12,2,0,1
2021-01-10,5,5,1,34,0,0,2,0,-11.030083804634163,-77.5926482784233,0,0,0,0,1,0,6,1,0,0,1
2021-01-10,20,2,2,8,0,0,2,0,-11.605630713512038,-77.24177233479881,0,0,0,0,1,1,6,1,2,0,1
2022-01-10,4,0,1,48,1,0,2,0,-11.09203,-77.58439,0,0,0,0,1,0,0,1,0,0,1
2022-01-10,8,0,1,20,1,0,2,0,-12.124371627362988,-76.97719929375269,0,3,1,0,1,0,0,1,3,0,1
2022-01-10,15,1,1,44,0,0,2,0,-11.187992887222167,-77.30319548992247,0,0,0,0,1,0,0,1,1,0,1
2021-02-10,13,2,1,11,1,1,1,0,-12.117716928281103,-77.00858920812608,0,2,1,0,1,0,2,2,1,0,1
2021-02-10,15,0,1,12,1,0,2,0,-12.290935854275048,-76.86632484197618,0,1,0,0,1,0,2,2,1,0,1
2021-02-10,16,1,1,60,1,1,1,1,-12.081299174313552,-76.99488312005998,0,3,0,0,1,0,2,2,1,0,1
2022-02-10,6,1,1,42,1,4,1,0,-11.86253,-77.03923,0,3,1,0,1,0,3,2,0,0,1
2021-04-10,8,1,1,7,1,1,1,0,-11.936976,-77.057317,0,2,0,0,1,0,5,4,3,0,1
2021-04-10,14,0,1,35,1,1,1,0,-12.046567,-77.045112,1,1,0,0,1,0,5,4,1,0,1
2021-05-10,22,5,1,15,1,0,2,0,-11.965534,-77.067883,0,1,0,0,2,0,0,5,2,0,1
2023-05-10,13,5,1,19,0,0,2,0,-12.24054167,-76.9477022,0,1,0,0,1,0,2,5,1,0,1
2023-06-10,7,2,1,41,1,1,1,0,-12.08725484,-76.99614485,0,2,0,0,1,0,5,6,3,0,1
2023-06-10,20,5,1,31,1,0,2,0,-12.009093,-76.864798,0,1,0,0,1,0,5,6,2,0,1
2023-06-10,23,1,1,23,0,0,2,0,-11.806201,-77.134166,0,0,0,0,1,0,5,6,2,0,1
2022-07-10,2,7,1,14,0,0,3,0,-11.055576392366431,-77.60122056017393,0,0,0,0,1,0,6,7,2,0,1
2022-07-10,18,1,1,37,1,1,1,0,-12.0404506239818,-76.96425469197622,0,2,0,0,1,0,6,7,1,0,1
2021-08-10,6,1,1,21,1,1,1,1,-12.01270901836095,-77.08082839775994,3,4,1,0,1,0,1,8,0,0,1
2021-08-10,7,1,1,19,1,1,1,0,-12.19729624143275,-76.95296828691491,3,3,0,0,1,0,1,8,3,0,1
2021-08-10,7,1,1,5,1,1,1,0,-12.179248116652882,-77.01428886492306,3,3,0,0,1,0,1,8,3,0,1
2022-08-10,6,1,1,26,1,1,1,1,-12.014406491609313,-77.0116826373535,0,2,0,0,1,0,2,8,0,0,1
2022-08-10,7,2,1,33,0,1,1,0,-12.330223780830693,-76.81520163341393,0,0,0,0,0,0,2,8,3,0,1
2022-08-10,19,6,1,44,0,0,0,0,-11.24199,-77.36301,0,0,0,0,1,0,2,8,2,0,1
2021-09-10,6,2,2,48,1,1,1,0,-11.093827896993163,-77.5840668080741,0,3,0,0,1,0,4,9,0,0,1
2022-09-10,1,2,1,42,1,1,1,0,-11.88510591,-77.02328814,0,2,5,1,1,0,5,9,2,0,1
2023-09-10,18,1,1,61,1,5,1,0,-12.05928678,-77.04611754,0,2,0,0,1,0,6,9,1,0,1
2022-10-10,8,1,1,4,0,1,1,0,-11.996909369233885,-76.91709093354606,1,0,1,0,0,0,0,10,3,0,1
2022-10-10,10,1,1,50,1,1,1,0,-12.130523658979168,-77.01954063132389,0,3,0,0,1,0,0,10,3,0,1
2022-10-10,13,1,1,15,1,1,1,0,-11.94860933473234,-77.08060378550886,0,2,1,0,1,0,0,10,1,0,1
2023-10-10,15,1,1,45,1,1,1,0,-12.09143431,-77.06724141,0,2,0,0,1,0,1,10,1,0,1
2021-11-10,19,1,1,26,1,1,1,0,-12.019140078335292,-76.95220124037239,0,1,1,0,1,0,2,11,2,0,1
2022-11-10,7,1,1,26,1,1,1,0,-11.968520605348148,-76.99352112113033,0,2,0,0,1,1,3,11,3,0,1
2022-11-10,19,5,1,35,1,5,1,0,-12.061313795338776,-77.01557143153546,0,2,1,0,1,0,3,11,2,0,1
2021-12-10,1,0,1,49,1,2,1,0,-12.153688218841218,-77.02474408850549,0,3,0,1,1,0,4,12,2,0,1
2021-12-10,16,3,1,2,1,1,1,0,-12.166162,-76.952253,1,4,0,0,1,0,4,12,1,0,1
2021-12-10,19,5,1,25,0,0,2,0,-10.858267596199711,-77.69031756830302,0,0,0,0,1,0,4,12,2,0,1
2022-12-10,10,0,1,35,1,5,1,0,-12.044576173781527,-77.0457080251964,0,2,0,0,1,0,5,12,3,0,1
2022-12-10,23,5,1,24,1,0,2,0,-12.183602550323704,-76.97522781345661,0,2,0,0,1,0,5,12,2,0,1
2023-12-10,22,1,1,35,1,1,1,0,-12.03636784,-77.05954158,0,2,1,0,1,1,6,12,2,0,1
2021-01-11,9,0,1,2,1,1,1,0,-12.1622,-76.943612,0,1,0,0,1,0,0,1,3,0,1
2022-02-11,2,2,1,42,1,1,1,0,-11.874032790635312,-77.02781799659697,0,3,0,0,1,0,4,2,2,0,1
2022-02-11,18,1,1,31,1,1,1,0,-12.029235,-76.923477,0,2,1,0,1,0,4,2,1,0,1
2023-02-11,11,1,1,15,1,1,1,1,-11.97889144,-77.07699822,0,2,0,0,1,1,5,2,3,0,1
2021-03-11,17,7,1,10,1,0,2,0,-11.91275,-77.07335,0,1,0,0,1,0,3,3,1,0,1
2022-03-11,19,1,1,35,1,1,1,0,-12.057647,-77.067668,0,0,0,0,1,0,4,3,2,0,1
2021-04-11,4,2,1,12,0,0,2,0,-12.28545,-76.87457,0,1,0,0,1,0,6,4,0,1,1
2021-04-11,9,1,1,26,1,4,1,0,-12.01158658248876,-77.00225764657088,1,1,0,0,1,0,6,4,3,1,1
2022-04-11,5,1,1,14,0,0,2,0,-11.06594,-77.58721,0,0,0,1,1,1,0,4,0,0,1
2023-04-11,18,2,1,19,1,1,1,0,-12.19660856,-76.93395764,0,1,0,0,1,0,1,4,1,1,1
2023-05-11,12,2,1,4,1,1,1,0,-11.9985816,-76.92668958,0,3,1,0,1,0,3,5,3,0,1
2023-05-11,18,0,1,2,1,5,1,0,-12.1840592,-76.93914062,0,3,0,1,1,0,3,5,1,0,1
2021-06-11,9,2,1,20,1,1,1,0,-12.128939251337965,-76.98157574472145,0,1,0,0,2,0,4,6,3,0,1
2023-06-11,2,4,1,36,0,0,2,0,-12.426547,-76.753608,0,0,0,1,1,0,6,6,2,0,1
2023-06-11,5,4,1,11,1,1,1,0,-12.109287273426167,-77.025994012994,0,2,1,0,1,0,6,6,0,0,1
2021-07-11,13,0,1,30,1,1,1,0,-12.0304145,-77.0238564,0,3,7,0,1,0,6,7,1,0,1
2021-08-11,9,2,1,7,1,5,1,1,-11.935141,-77.069255,0,3,0,0,1,0,2,8,3,0,1
2022-08-11,0,5,1,15,1,1,1,0,-11.99509218082484,-77.07662298020652,0,2,0,0,1,0,3,8,2,0,1
2022-08-11,4,2,2,5,1,1,1,1,-12.1663247522129,-77.02679543852047,0,2,1,0,1,0,3,8,0,0,1
2022-08-11,21,1,1,28,0,0,3,0,-10.703448102966442,-77.78075153837675,0,0,0,0,1,0,3,8,2,0,1
2023-08-11,9,1,1,61,1,1,1,0,-12.06113015,-77.05892623,0,2,1,0,1,1,4,8,3,0,1
2021-09-11,17,8,1,16,1,0,2,1,-11.985570801507548,-76.8095719742455,0,3,0,0,1,0,5,9,1,0,1
2023-09-11,3,1,1,10,1,0,2,0,-11.85076964,-77.0919663,0,2,0,0,1,0,0,9,0,0,1
2021-10-11,5,1,1,10,1,0,2,1,-11.85678293839159,-77.08418178294279,0,2,0,0,1,0,0,10,0,0,1
2023-10-11,23,1,1,37,1,1,1,0,-12.03580596,-76.94906151,0,2,1,0,1,0,2,10,2,0,1
2022-11-11,14,1,1,19,1,1,1,0,-12.21868577027267,-76.94013918025463,0,3,1,1,1,0,4,11,1,0,1
2022-11-11,17,0,1,12,1,0,2,0,-12.275870433639133,-76.89007762093257,0,1,0,0,1,0,4,11,1,0,1
2023-11-11,22,2,1,42,0,0,2,0,-11.793955,-76.982986,0,0,4,1,1,1,5,11,2,0,1
2021-12-11,12,1,1,15,1,1,1,0,-12.006545,-77.082327,1,3,1,0,1,0,5,12,3,0,1
2021-12-11,21,2,2,19,1,0,2,0,-12.1951485,-76.9727995,0,3,0,0,1,0,5,12,2,0,1
2022-12-11,0,1,1,4,1,0,2,0,-11.951577,-76.726837,0,0,0,0,1,0,6,12,2,0,1
2022-12-11,12,1,1,7,1,0,2,0,-11.924983900113457,-77.07292633774752,0,1,0,0,1,0,6,12,3,0,1
2023-12-11,10,1,1,15,1,1,1,0,-11.96125055,-77.07634762,0,2,4,0,1,0,0,12,3,0,1
2023-12-11,18,1,1,7,1,1,1,0,-11.94011587,-77.05954281,0,2,1,0,1,1,0,12,1,0,1
2021-01-12,19,2,3,56,0,0,2,0,-11.18428545214436,-77.57624035482478,0,0,0,0,1,0,1,1,2,1,1
2022-01-12,2,7,1,46,1,6,1,0,-12.0306282,-76.9945093,0,1,1,0,1,0,2,1,2,0,1
2023-01-12,4,2,1,35,1,1,1,0,-12.07950923,-77.03402284,0,2,1,0,1,1,3,1,0,0,1
2021-02-12,7,1,1,21,1,0,2,0,-11.954708647868603,-77.08510190248491,0,2,1,0,1,0,4,2,3,0,1
2022-02-12,2,5,1,30,1,0,2,0,-12.040106536581677,-77.01654726379101,0,1,0,0,1,0,5,2,2,0,1
2021-03-12,16,1,1,39,1,1,1,0,-12.08142,-77.05889,0,1,0,0,1,0,4,3,1,0,1
2023-03-12,22,1,1,5,1,0,2,0,-12.218937,-76.977076,0,1,0,0,1,1,6,3,2,0,1
2021-04-12,2,2,2,22,0,0,2,1,-10.65534662249617,-77.8399700098646,1,0,0,0,1,0,0,4,2,0,1
2023-04-12,0,1,1,35,1,1,1,0,-12.05666629,-77.01475186,0,2,1,0,1,0,2,4,2,1,1
2023-04-12,13,0,1,1,1,4,1,0,-12.10407387,-76.87515432,0,0,1,0,1,0,2,4,1,1,1
2023-04-12,16,2,2,44,0,0,2,0,-11.0632945802522,-77.13831415892751,0,0,4,0,1,0,2,4,1,1,1
2023-05-12,21,1,1,12,0,0,2,0,-12.28162677,-76.88079856,0,1,0,0,1,1,4,5,2,0,1
2023-06-12,0,1,1,16,1,0,2,0,-11.982035,-76.797168,0,3,0,0,1,1,0,6,2,0,1
